file,document_retrieved,token_recall,jaccard,rouge1_f,overlap,bleu,bert_cos
AgentOpenAI_300,0.6040268456375839,,0.8380414312617702,,,,
BART,0.17785234899328858,,0.09480169426261072,,,,
LexRank,0.33557046979865773,,0.6184848484848485,,,,
MixedLexRank,0.39385474860335196,,0.2787528189038141,,,,
MixedRest,0.47468354430379744,,0.02666666666666667,,,,
Mixeddocx,0.33,,0.6080958842152873,,,,
weaviateNaive1_300,0.13758389261744966,,0.7330359684919806,,,,
