metric,best_threshold,true_pass_rate,false_pass_rate,difference,tpr_ci_low,tpr_ci_high,fpr_ci_low,fpr_ci_high,auc,p_value,median_gap,class_balance_ratio,doc_retrieved_pct,n_true,n_false,median_overall,median_true,median_false
jaccard,0.4,0.06040268456375839,0.003355704697986577,0.05704697986577181,0.01881376105076843,0.1773126067467274,0.0005332283604287183,0.02080704947395468,0.9378380943342507,0.6786427145708582,0.20930232558139533,0.15953307392996108,0.13758389261744966,41,257,0.17620967741935484,0.37209302325581395,0.16279069767441862
