file,document_retrieved,token_recall,jaccard,rouge1_f,overlap,bleu,bert_cos
AgentOpenAI_300,0.6040268456375839,,0.9190207156308852,,,,
BART,0.17785234899328858,,0.5474008471313053,,,,
LexRank,0.33557046979865773,,0.8092424242424243,,,,
MixedLexRank,0.39385474860335196,,0.639376409451907,,,,
MixedRest,0.47468354430379744,,0.5133333333333333,,,,
Mixeddocx,0.33,,0.8040479421076436,,,,
weaviateNaive1_300,0.13758389261744966,,0.8665179842459902,,,,
