file,document_retrieved,token_recall,jaccard,rouge1_f,overlap,bleu,bert_cos
AgentOpenAI_300,0.6040268456375839,,0.912751677852349,,,,
BART,0.17785234899328858,,0.7785234899328858,,,,
LexRank,0.33557046979865773,,0.8221476510067115,,,,
MixedLexRank,0.39385474860335196,,0.6983240223463687,,,,
MixedRest,0.47468354430379744,,0.5379746835443038,,,,
Mixeddocx,0.33,,0.825,,,,
weaviateNaive1_300,0.13758389261744966,,0.8758389261744967,,,,
