metric,best_threshold,true_pass_rate,false_pass_rate,difference,tpr_ci_low,tpr_ci_high,fpr_ci_low,fpr_ci_high,auc,p_value,median_gap,class_balance_ratio,doc_retrieved_pct,n_true,n_false,median_overall,median_true,median_false
jaccard,0.01,0.25949367088607594,0.16455696202531644,0.0949367088607595,0.1737431409305522,0.3686818052008225,0.10001210497731682,0.25877971479802736,0.6279518072289156,0.24750499001996007,0.034482758620689655,0.9036144578313253,0.47468354430379744,75,83,0.0,0.034482758620689655,0.0
