file,document_retrieved,token_recall,jaccard,rouge1_f,overlap,bleu,bert_cos
AgentOpenAI_300,0.6040268456375839,,0.5570469798657718,,,,
BART,0.17785234899328858,,0.11073825503355705,,,,
LexRank,0.33557046979865773,,0.35906040268456374,,,,
MixedLexRank,0.39385474860335196,,0.19273743016759776,,,,
MixedRest,0.47468354430379744,,0.012658227848101266,,,,
Mixeddocx,0.33,,0.335,,,,
weaviateNaive1_300,0.13758389261744966,,0.2214765100671141,,,,
