metric,median_overall,median_true,median_false,n_overall,n_true,n_false
token_recall,1.0,1.0,0.5,158,147,11
jaccard,0.15707236842105263,0.15789473684210525,0.045454545454545456,158,147,11
rouge1_f,0.388888885316358,0.39999999520000007,0.18181817884297521,158,147,11
overlap,0.6666666666666666,0.6666666666666666,0.16666666666666666,158,147,11
bleu,0.16666666666666669,0.17113903967753066,0.05555555555555554,158,147,11
bert_cos,0.7085409760475159,0.7185739278793335,0.4567071795463562,158,147,11
