metric,best_threshold,true_pass_rate,false_pass_rate,difference,tpr_ci_low,tpr_ci_high,fpr_ci_low,fpr_ci_high,auc,p_value,median_gap,n_true,n_false,class_balance_ratio,median_overall,median_true,median_false,doc_retrieved_pct,source_file,avg_pass_rate,label
token_recall,0.69,0.9222222222222223,0.0847457627118644,0.8374764595103579,0.8736917128220238,0.9531070095563716,0.046682191106169606,0.14899481904471476,0.9659604519774011,0.0001999600079984003,0.32883661573442713,180,118,0.6555555555555556,0.7564271588661833,0.8382737576285963,0.5094371418941692,0.6040268456375839,AgentOpenAI,0.5034839924670433,token_recall | AgentOpenAI
token_recall,0.69,0.9512195121951219,0.04669260700389105,0.9045269051912308,0.8386073303764864,0.9865193377174265,0.026908679829094746,0.07982889577234305,0.9875676188668502,0.0001999600079984003,0.46120689655172414,41,257,0.15953307392996108,0.45553359683794464,0.875,0.41379310344827586,0.13758389261744966,weaviateNaive1_300,0.4989560595995065,token_recall | weaviateNaive1_300
token_recall,0.63,1.0,0.03558718861209965,0.9644128113879004,0.8156763396284354,1.0,0.019442874526466918,0.06425838259327962,0.9965459493405904,0.0001999600079984003,0.4885714285714286,17,281,0.060498220640569395,0.3495887191539365,0.8285714285714286,0.34,0.05704697986577181,weaviateCoT1_300,0.5177935943060499,token_recall | weaviateCoT1_300
token_recall,0.62,0.31343283582089554,0.11688311688311688,0.19654971893777867,0.2150519322660779,0.4320480767681618,0.081583425668776,0.16471705942415474,0.5925243910318537,0.011597680463907219,0.041666666666666685,67,231,0.29004329004329005,0.4666666666666667,0.5,0.4583333333333333,0.22483221476510068,weaviateNaive3_300,0.2151579763520062,token_recall | weaviateNaive3_300
token_recall,0.48,0.6785714285714286,0.2518518518518518,0.4267195767195768,0.4933850455563118,0.8206695245657927,0.20380231549904215,0.3068637045651117,0.7468915343915344,0.0005998800239952009,0.11666666666666659,28,270,0.1037037037037037,0.4079290558163797,0.5166666666666666,0.4,0.09395973154362416,weaviateCoT_3_300,0.4652116402116402,token_recall | weaviateCoT_3_300
