source_file,metric,best_threshold,true_pass_rate,false_pass_rate,difference,tpr_ci_low,tpr_ci_high,fpr_ci_low,fpr_ci_high,auc,p_value,median_gap,class_balance_ratio,doc_retrieved_pct,overall_pass_rate,avg_pass_rate,n_true,n_false,median_overall,median_true,median_false
weaviateNaive1_300,overlap,0.83,0.06711409395973154,0.026845637583892617,0.040268456375838924,0.022107324926344804,0.18629192275210527,0.012997767943074848,0.05463046972346608,0.8896744804023916,0.8203592814371258,0.3457142857142857,0.15953307392996108,0.13758389261744966,0.09395973154362416,0.09395973154362416,41,257,0.47619047619047616,0.7857142857142857,0.44
weaviateNaive1_300,bert_cos,0.83,0.04697986577181208,0.013422818791946308,0.03355704697986577,0.012701642856005724,0.15887896517958155,0.004892240582558688,0.03628573432274936,0.8947518268957009,0.8542914171656687,0.12620288133621216,0.15953307392996108,0.13758389261744966,0.06040268456375839,0.06040268456375839,41,257,0.6829400062561035,0.7953117489814758,0.6691088676452637
weaviateNaive1AI,bert_cos,0.8,0.06711409395973154,0.013422818791946308,0.053691275167785234,0.021829252927568543,0.18826179112142885,0.004901111314843165,0.03622212692019778,0.8705426356589148,0.7085828343313373,0.15090003609657288,0.15503875968992248,0.1342281879194631,0.08053691275167785,0.08053691275167785,40,258,0.6584690809249878,0.7965174615383148,0.6456174254417419
weaviateNaive1_300,token_recall,0.77,0.11073825503355705,0.006711409395973154,0.1040268456375839,0.04636991899129145,0.24180304791336138,0.0016898140216572016,0.026263029503034416,0.9875676188668502,0.4171656686626746,0.46120689655172414,0.15953307392996108,0.13758389261744966,0.1174496644295302,0.1174496644295302,41,257,0.45553359683794464,0.875,0.41379310344827586
weaviateNaive1AI,overlap,0.76,0.0738255033557047,0.016778523489932886,0.05704697986577181,0.02522770837525687,0.19710998615360104,0.006771389339915619,0.04096479207971125,0.9333817829457365,0.7365269461077845,0.3752525252525253,0.15503875968992248,0.1342281879194631,0.09060402684563758,0.09060402684563758,40,258,0.4444444444444444,0.7752525252525253,0.4
AgentOpenAI_300,bert_cos,0.71,0.4899328859060403,0.12080536912751678,0.3691275167785235,0.4178799203062429,0.5624065813678859,0.07367030562857335,0.19185203743072626,0.8561676082862524,0.001996007984031936,0.13189691305160522,0.6555555555555556,0.6040268456375839,0.610738255033557,0.610738255033557,180,118,0.7415458559989929,0.7960936725139618,0.6641967594623566
AgentOpenAI_300,token_recall,0.67,0.5671140939597316,0.0436241610738255,0.5234899328859061,0.49407433659623934,0.6373489855762361,0.01899428206023762,0.0970326087013973,0.9659604519774011,0.001996007984031936,0.32883661573442713,0.6555555555555556,0.6040268456375839,0.610738255033557,0.610738255033557,180,118,0.7564271588661833,0.8382737576285963,0.5094371418941692
weaviateNaive1AI,token_recall,0.66,0.09731543624161074,0.030201342281879196,0.06711409395973154,0.03803609055321444,0.22716488065515522,0.01524851501477303,0.05893943914319753,0.9559593023255814,0.6467065868263473,0.3278218081819305,0.15503875968992248,0.1342281879194631,0.12751677852348994,0.12751677852348994,40,258,0.43050193050193053,0.7240143369175627,0.39619252873563215
AgentOpenAI_300,overlap,0.56,0.5604026845637584,0.07718120805369127,0.48322147651006714,0.48738106398151165,0.6308999259737162,0.04128456807420025,0.13974034542554972,0.9466337099811676,0.001996007984031936,0.34255189255189256,0.6555555555555556,0.6040268456375839,0.6375838926174496,0.6375838926174496,180,118,0.6666666666666666,0.7735042735042735,0.430952380952381
weaviateNaive1AI,rouge1_f,0.47,0.07718120805369127,0.013422818791946308,0.06375838926174497,0.026974309324040324,0.20148671044474784,0.004901111314843165,0.03622212692019778,0.9099321705426356,0.6846307385229541,0.2948302463188517,0.15503875968992248,0.1342281879194631,0.09060402684563758,0.09060402684563758,40,258,0.2328251414198677,0.5135802419829143,0.21874999566406259
