metric,median_overall,median_true,median_false,n_overall,n_true,n_false
token_recall,0.3495887191539365,0.8285714285714286,0.34,298,17,281
jaccard,0.1409353557240881,0.375,0.13636363636363635,298,17,281
rouge1_f,0.23333332898333342,0.5373134287725553,0.22222221944444445,298,17,281
overlap,0.4,0.8181818181818182,0.3888888888888889,298,17,281
bleu,0.015188190723583435,0.15772320728457406,0.0137273160248634,298,17,281
bert_cos,0.6404599249362946,0.7662696242332458,0.6366986632347107,298,17,281
