file,document_retrieved,token_recall,jaccard,rouge1_f,overlap,bleu,bert_cos
AgentOpenAI_300,0.6040268456375839,0.9143596986817326,0.9190207156308852,0.8994350282485876,0.8664312617702449,0.8080508474576271,0.7530131826741996
weaviateNaive1AI,0.1342281879194631,0.8075581395348838,0.7814922480620154,0.7920542635658914,0.8531007751937985,0.5875,0.7597868217054262
weaviateNaive1_300,0.13758389261744966,0.9405903008446428,0.8665179842459902,0.8421277403435513,0.7872734174812566,0.573170731707317,0.7853278921894278
